,number,text,label
11642,11641.0, facebook tool left OFFENSIVE democraticparty censoring conservatives maga midterms nra ab confirmjudgekavanaugh confirmkavanaugh constitutionday usmc navy army airforce OFFENSIVE,NOT
11643,11642.0, people take pride living place survival moment moment struggle everything OFFENSIVE feel tougher stronger people successful pleasant educated clean areas plagued OFFENSIVE OFFENSIVE guy,OFF
11644,11643.0, antifa much much smaller white supremacists america responsible fraction OFFENSIVE also OFFENSIVE bad,OFF
11645,11644.0, ford parents liberals corrupt politicians going collude people come stories years ago ca proved senator hawaii reason women hard time life ai easy,OFF
11646,11645.0, acting like spoiled brat women need sort help,OFF
11647,11646.0, pope go,NOT
11648,11647.0, never going happen bernier split party power hard core conservatives west bernier,NOT
11649,11648.0, k nvm OFFENSIVE battlefield,OFF
11650,11649.0, tonight show still thing knew,NOT
11651,11650.0, OFFENSIVE leftys talking say anything stop maga,OFF
11652,11651.0, coolest thing tennis way cooler opponent tomorrow long shot class coolaintforsale,NOT
11653,11652.0, trumps promise border wall pay lie OFFENSIVE control innocent lives taken,OFF
11654,11653.0, time maga flip,OFF
11655,11654.0, ok OFFENSIVE OFFENSIVE,OFF
11656,11655.0, august read best new novel story pitches,NOT
11657,11656.0, agree amp please go work senators need please take stand obstructionist liberals quit allowing make look inept lead resign,NOT
11658,11657.0, yet walks woods surrounded peace tranquility sooo missing sleep trumps distractions crookedtrump transparent americans smart see OFFENSIVE countrybeforeparty,NOT
11659,11658.0, seems often types events occur OFFENSIVE control safety debate heats believe eventually state legislatures pass laws providing schools better protection sad events occur order push agenda,OFF
11660,11659.0, bad write law take away stupidity liberals,OFF
11661,11660.0, exactly sound like complete dog OFFENSIVE meaning tell long cox,OFF
11662,11661.0, absolutely,NOT
11663,11662.0, ruth bader ginsburg came saying groped abraham lincoln tcot maga rednationrising,NOT
11664,11663.0, need levi jeans jumped OFFENSIVE control band wagon,NOT
11665,11664.0, picture love speaks volumes element looked peaceful,NOT
11666,11665.0, liberals years play game extra week matter everyone well aware likely nominees kavanaugh top name many years liberals always target,OFF
11667,11666.0, yup basically another OFFENSIVE cat,NOT
11668,11667.0,,NOT
11669,11668.0, beto three excellent opportunities sell texans OFFENSIVE control open borders,NOT
11670,11669.0, sorry break OFFENSIVE OFFENSIVE actually lesser OFFENSIVE ancient sumerian babylonian religions OFFENSIVE unique claims unique inability substantiate said claims try,OFF
11671,11670.0, OFFENSIVE everywhere ca escape spews time,OFF
11672,11671.0, people think OFFENSIVE control stop OFFENSIVE,NOT
11673,11672.0, plus real reporter courage platoon marines smh,NOT
11674,11673.0, u let feinstein stop vote judge kavanaugh coney letter since july u seen letter someone talk yr spy one investigated,NOT
11675,11674.0, embarrassing liberals wonder women OFFENSIVE school,OFF
11676,11675.0, bring railways back public ownership franchises expire cases franchise reviews break clauses introduce public ownership railways bill repeal railways act conservatives privatised railways,NOT
11677,11676.0, outstanding thread expert insight esp reagan years studied college spot titanic shift begins rhe contract america bs immigration issues ca prop,NOT
11678,11677.0, hear jobless claims lowest since four years born dow record territory many times since got pile OFFENSIVE room ponies right maga,OFF
11679,11678.0, americans people creed family OFFENSIVE formed idea united defense singular concept liberty wwgwga maga,NOT
11680,11679.0,,NOT
11681,11680.0, agree OFFENSIVE OFFENSIVE serious OFFENSIVE use many baseless allegations supported therapist corroboration years beforehand evidence conservatives afraid investigation would make convincing,OFF
11682,11681.0, one ugly OFFENSIVE woman,OFF
11683,11682.0, way,NOT
11684,11683.0, OFFENSIVE OFFENSIVE anyone would give disgusting pos award equality f u including liberals OFFENSIVE decision hrc,OFF
11685,11684.0, agreed future,NOT
11686,11685.0, fired OFFENSIVE public fake news show approaching crowd scared ca stand OFFENSIVE get kitchen,OFF
11687,11686.0, enioy gonna rock jackie,NOT
11688,11687.0, think hypocrite loyal evil gop vote,OFF
11689,11688.0, fbi already done investigations kavanough many whining liberals need,NOT
11690,11689.0, conservatives slash housing associations annual capital funding bn year bn yrs theresamay announces groundbreaking housing initiative bn decade year housingforall housingcrisis housingmarket nhf,NOT
11691,11690.0, newyork state republicans amp conservatives democrats want cuomo need vote governor best amp sharpest choice,NOT
11692,11691.0, neveragain need OFFENSIVE control enough something,NOT
11693,11692.0, john mcenroe older,NOT
11694,11693.0, reality alleslev crossing like double xing cpc good news liberals anyone seriously believes cons better party questionable intelligence amp judgement liberals better without,NOT
11695,11694.0, well run space environmentally protected live island infinite land,NOT
11696,11695.0, holy OFFENSIVE,NOT
11697,11696.0, arm really sucks OFFENSIVE control,OFF
11698,11697.0, tell secrets dinner sometime,NOT
11699,11698.0, totally agree double standard always sexist argument involves serena shining light wta carlos job serena smashed racket three audible obscenities ramos shrug,NOT
11700,11699.0, bert ernie puppets dogs children two genders two terms maga,OFF
11701,11700.0, physically threatening boys us completely slandering name wasnt im honestly saying OFFENSIVE ya course like ya said OFFENSIVE least owned apologized OFFENSIVE threats way line,OFF
11702,11701.0, OFFENSIVE OFFENSIVE republicans,OFF
11703,11702.0, antifa unmasked close hey think p OFFENSIVE one told white raised fist stands white power thanks mbasses,OFF
11704,11703.0, part plan OFFENSIVE budgets even layperson like knew exactly would happen cutting policing,NOT
11705,11704.0, hi unroll thread ok something strange going holton arms exclusive OFFENSIVE school OFFENSIVE blasey christineblaseyford maga see soon,NOT
11706,11705.0, jason better tweeting click bait,NOT
11707,11706.0, probably think would get far hope little sleaze go hearing hope prove liar conniving witch rest liberals,OFF
11708,11707.0, maga booked boys,NOT
11709,11708.0, buttering media guilty,NOT
11710,11709.0, urge stop facebook censoring conservatives,NOT
11711,11710.0, ellison done far worse hard evidence nothing done matter maga,NOT
11712,11711.0, another OFFENSIVE OFFENSIVE,OFF
11713,11712.0, antifa otherwise known OFFENSIVE brownshirts never thought comparison lol ironic one call everyone else OFFENSIVE disagreeing anything say lol,OFF
11714,11713.0, thanks david always helpful inspiring student greatly missed,NOT
11715,11714.0, americans need realize OFFENSIVE OFFENSIVE easily environment absolutely close borders proper vetting implemented,OFF
11716,11715.0, OFFENSIVE control chl hiders commit OFFENSIVE OFFENSIVE laws pit bulls,NOT
11717,11716.0, hello dear sweet carreen great hope beautiful day,NOT
11718,11717.0, yes,NOT
11719,11718.0, long take one biggest OFFENSIVE appear millennium get humiliated exposed corrupt fake lying toad,OFF
11720,11719.0, bad amp good part us history excluding painful memories change truth gone important learn history wo repeat changing facts would akin antifa tearing statues erase past,NOT
11721,11720.0, let keep energy talking OFFENSIVE control mass OFFENSIVE,NOT
11722,11721.0, fuckinggg cute,OFF
11723,11722.0, dam girl awesome OFFENSIVE bet OFFENSIVE OFFENSIVE,NOT
11724,11723.0, time,NOT
11725,11724.0, convenient OFFENSIVE dummy believes people selectively unemployed conservatives always try use type OFFENSIVE facts warped OFFENSIVE beliefs clear many conservatives like ability learn think,OFF
11726,11725.0, absolutely stop thedreamact immediately buildthatwall enddaca,NOT
11727,11726.0, welcome,NOT
11728,11727.0, keep mind open conservatives OFFENSIVE maga shadowbanning americafirst trump patriot walkaway walkawayfromdemocrats fakenews,NOT
11729,11728.0, carrey truly mentally ill completely OFFENSIVE concept reality,NOT
11730,11729.0, ca wait kavanaugh throw OFFENSIVE control garbage belongs,OFF
11731,11730.0, oh yes coward,OFF
11732,11731.0, better evidenced giffords law center study OFFENSIVE control versus OFFENSIVE deaths,NOT
11733,11732.0, bye bye flake flake let senate door hit behind way,OFF
11734,11733.0, custody understand cannot general population custody sort holding cell,OFF
11735,11734.0, aw sweet sharing food significant rude eat well,NOT
11736,11735.0, fad fad,NOT
11737,11736.0, beautiful people still get shameful keep digging wouldregs society support donald trump maga via,OFF
11738,11737.0, listening show yesterday morning dfla obvious yet completely missed thing jumped false flags first thing antifa types post inflammatory stuff websites report proof racism,NOT
11739,11738.0, OFFENSIVE top,NOT
11740,11739.0, patient us autism cap,NOT
11741,11740.0, non union submissions alex currently taking submissions show working tomorrow long beach looking males appear OFFENSIVE OFFENSIVE hispanic looking portray,NOT
11742,11741.0, support OFFENSIVE control texas long beto,OFF
11743,11742.0, hope whoever gets seated kick cry want someone get seated liberals worst nightmare everyone look back say really OFFENSIVE confirming act like protesting kavanaugh still protesting trump win,OFF
11744,11743.0, bit thanks concern competitor wants world oyster wants play try many sports possible,NOT
11745,11744.0, thought could dislike anyone father wrong even pathetic children must proud father behaves like tick tock muelleriscomingforyoutoo patheticlittlemanjr,OFF
11746,11745.0, republicans difference agw belief phds college freshmen conservatives open minded people able question consensus plus tend get degrees practical fields like eng instead airy OFFENSIVE artsy bs,NOT
11747,11746.0, claiming OFFENSIVE fbi jurisdiction day said fbi background checks anything would found also investigate something complainant even know maga,OFF
11748,11747.0, historic moniker tories OFFENSIVE party OFFENSIVE conservatives test lower average intelligence liberals,NOT
11749,11748.0, national treasure,NOT
11750,11749.0, stand right conservatives OFFENSIVE one crossed ok OFFENSIVE double faced,NOT
11751,11750.0, proud OFFENSIVE OFFENSIVE matter weather matter house temperature high low everyone OFFENSIVE get water min cuz get used temp,OFF
11752,11751.0, oh OFFENSIVE hurts brain one libel anybody internet companies control thier content way want claiming twitter libeling jones entirely separate issue OFFENSIVE censorship claim work tweet,NOT
11753,11752.0, watch music video jackets hrgggg love hank OFFENSIVE OFFENSIVE,OFF
11754,11753.0, feel like face never change right middle mom dad,OFF
