,text,label
9954,make sense antifa cut word anti fascist nazis hitler fascists definition many called right wingers tend fascist views trump listen called left far fascist,OFF
9955,man steel ok batman v superman ok suicide squad boring justice league bad reboot keep wonder woman something time travel altered timelines something,NOT
9956,tired gun violence long ago unfortunately gop allowed nra gun lobby take issue many gun owners support basic common sense gun control know lobbying,NOT
9957,civil war politically democrats physical war brown shirts antifa,NOT
9958,devaluing everyone opinion independent article agrees saying disgruntled students bots put dr twitter name mean done wouldeeply important research fondly put,OFF
9959,good gun business guns sell people bring gun control keep great work guns,OFF
9960,sounds like fisa court may problem maga kag build wall,NOT
9961,feinstein refuses follow protocol kavanaugh situation proves twas democrat bully tactic smear candidate amp delay proceedings get withdraw sick walkaway maga,NOT
9962,since dems want stand soapbox kavanaugh exactly addressing sexual slush fund covering backsides maga,OFF
9963,ugly old man trying make relevant lies remember saying deathbed confession cia director casey never happened according bodyguards room enough question morons credibility,OFF
9964,thrown train,NOT
9965,florida watch group,NOT
9966,bitter obama seriously worried obama head corruption fbi doj,OFF
9967,showing way others great leader front line sacrifice,NOT
9968,know fired thinking u got hammer n pants u walk n find u got coochie lol,OFF
9969,mind seeing antifa try doubt bait either,NOT
9970,desperate liberals look like spygate obamagate,NOT
9971,devout members antifa though sure,NOT
9972,set years texas skin sent kill sarah parents isolated farm b born sara dad played arnie fights n wins holding defeated get sucked future explains r modeled arnie looks,NOT
9973,leaks two badges barbie recently added royale high looks like something autumn town fantasia getaway,NOT
9974,war free speech antifa amp tech giants,NOT
9975,looks familiar serial female abuser maybe,NOT
9976,ca man call dog without old bat bitching,NOT
9977,none gun control proven failure like mexico rather need reintroduce moral teaching schools fix brocken mental health system,NOT
9978,tina traumatized hated conservatives,NOT
9979,amp husband double talking hypocrites see right gun control facade really want us give guns amp husband get keep guns,OFF
9980,children seen heard,NOT
9981,hope entire police department gets shut f ck obviously feel like law obviously incapable holding accountable breaking law obviously undermine everything police officer amp dept supposed shameful,OFF
9982,alright someone dumb enough try deserve ever get wait hear first antifa idiot get blown away tried steal gun someone stand ground state,OFF
9983,terms wth running show kavanaugh confirmation hearing delayed liberals want something right,NOT
9984,anne coulter oh jack abramoff kids stupid enough courted conservatives showed u campuses back two,OFF
9985,conservatives whining fixed typo,OFF
9986,must like antifa style guy know decent moral man looks like,NOT
9987,tories labour ge conservatives conservatives theresa may since first day downingstreet made personal mission fix broken housing system underpins much government,NOT
9988,bunch liberals deliver,NOT
9989,talented clare else make paper,NOT
9990,ndp liberals give doug ford standing ovation cause worth standing,NOT
9991,minute truth gun control via,NOT
9992,always tory,NOT
9993,thyats happens conservatives run show interested requiring regulations could prevent things whats right community short term profits end,NOT
9994,gt well kindest person universe beautiful eyes hair first person actually nice meet day ago absolutely smitten,NOT
9995,liberals brainwashed think way growup walkawayfromdemocrats,NOT
9996,heartbreaking read keep best many see wow look light pride head high one foot front,NOT
9997,canadian,NOT
9998,good woman gun,NOT
9999,hope blisters,OFF
10000,real conservatives stepping,NOT
10001,argument liberals forcing water steel brains contaminated process healing seems impossible waste precious time words reasonable people,OFF
10002,conservatives different,NOT
10003,believe peace shit deserve star maga god bless usa god bless president trump,OFF
10004,lovely intelligent girl knows young age,NOT
10005,wow nuts,NOT
10006,known wouldnt show accuse dems playbook people start understanding radical taken party confirmkavanaugh maga wednesdaywisdom forttrump linewed,OFF
10007,hosting least nominating prize teasers,NOT
10008,one deleting tweets people ca see unprompted unwarranted undeserved personal attack commenced interaction got far nose responded kind language clearly familiar,NOT
10009,extra,NOT
10010,confused poor struggling socialist,OFF
10011,someone tell dumb republic,OFF
10012,dyrus fucking worthless braindead scumfuck bastard pile trash mental dickface gunned street like degenerate,OFF
10013,yes wrong,NOT
10014,give break,NOT
10015,kochs trumps pollutors people students teachers lets even talk things majority american people expect like healthcare amp gun control nothing donors,OFF
10016,affiliated party care innocent party jackoff see works,NOT
10017,carter worst one term president h passed title oba first black racist president kinda like black jefferson davis,OFF
10018,everybody criticize potus deal still prez wake tomorrow morning ha,NOT
10019,wo able make january millions homeless starving see lot begging streets people living woods rich conservatives christians whitesupremacists maga magaveterans magatalk,NOT
10020,hm course,NOT
10021,enough slow stop yelped loudly fear eyes thirium leaking gunshot wounds going nowhere desire die,NOT
10022,difference antifa brown shirts nothing,NOT
10023,today happy succeed work award rewarded effortless trying wish many awards life beginning journey lots things yet achieve congratulation winning award dear,NOT
10024,hate politics cnn despicable liberals treating judge kavanaugh like sort serial rapist captured last redwave voteyes innocent proven guilty,OFF
10025,geraniuminthecranium please also dredge ridiculous gun control bills shot,OFF
10026,antifa group old boy nazi soros forgot pay,NOT
10027,picture antifa protest,NOT
10028,pathetic nothing dad wall mexico swallwell thinking ok liberals threaten repubs away around,OFF
10029,yes usually countries people kill gays cuz religion advise try point antifa beat matter u try america help gay countries effect cuz ppl hate america,NOT
10030,mom makes literally everyone true mother,NOT
10031,dick drunk real deal,NOT
10032,even watch liberals high horses,NOT
10033,think comrade,NOT
10034,yes normal needs good mental check,NOT
10035,dickdurbin illinois chicago strictest gun control gang drug killing field,NOT
10036,tom marvollo riddle evan lose dick fucks around knows cause already lady nods looked evan evan grins stayed silent liked fuck around knew could hurt date,OFF
10037,defending sex offenders shows waste time types,OFF
10038,wow exactly like antifa say radical influences radical de platforming anyone disagrees pull one straight hitler playbook get nazi fascist look behind karma,OFF
10039,right liberals listen matter taxpayer wants trudeau listen maybe islam nothing else,NOT
10040,good jimmy one pare offset plunge market shares take,NOT
10041,state medical pot go get brownies tincture help,NOT
10042,please whatever smoking thats top quality shit coming,OFF
10043,marry steven baldwin daughter sporting maga hat time,NOT
10044,peaking hizbollah flag,NOT
10045,nut case,OFF
10046,jace also worth hetero keep winning,NOT
10047,rampant crime mean chicago dem city highest gun control country taking credit black man everything fell stagnated obama caging brown families clinton bush obama far worst extent thier illegal whatever,NOT
10048,rodenbury violence would advocated gun control,NOT
10049,neither side klan antifa stay family squabbles dems clean bastard children perhaps could clarify support th,OFF
10050,whole thing sham start,OFF
10051,dreads dry asfuck dude,NOT
10052,prediction brother love breaks cell beats roman till passed braun wins aka brother love heel turn brother love makes return manger braun ziggler drew,NOT
10053,proud colleague anjali van drie deserving recipient florida association behavior analysis charles kimber public service award aba leadership championforfamilies,NOT
10054,celebrities ready give harvey weinstein second chance convinced liberals evil must soundly defeated yet,NOT
10055,one left daddy tell stay even wo anyway hell way cerberus would ever soft dante respect right two play game,NOT
